eventName,eventSource,awsService,description,mitreAttackTactics,mitreAttackTechniques,mitreAttackSubTechniques,usedInWild,incidents,researchLinks,securityImplications,alerting,simulation,permissions,unverifiedMitreAttackTechniques
DescribeDBClusters,rds.amazonaws.com,RDS,Describes existing Amazon Aurora DB clusters and Multi-AZ DB clusters.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Cluster endpoints and replication settings help plan targeted data theft or disruption.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-db-clusters""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeDBClusters,[]
StartExportTask,rds.amazonaws.com,RDS,Starts an export of DB snapshot or DB cluster data to Amazon S3.,TA0010 - Exfiltration,T1537 - Transfer Data to Cloud Account,,False,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]","[{""description"": ""AWS - RDS Post Exploitation"", ""link"": ""https://cloud.hacktricks.xyz/pentesting-cloud/aws-security/aws-post-exploitation/aws-rds-post-exploitation""}]",Attackers might use StartExportTask to export database snapshots to an S3 they control and gain access to the data.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds start-export-task --export-task-identifier my-s3-export --source-arn arn:aws:rds:us-west-2:123456789012:snapshot:db5-snapshot-test --s3-bucket-name mybucket --iam-role-arn arn:aws:iam::123456789012:role/service-role/TrailDiscover --kms-key-id arn:aws:kms:us-west-2:123456789012:key/abcd0000-7fca-4128-82f2-aabbccddeeff""}]",https://aws.permissions.cloud/iam/rds#rds-StartExportTask,"[{""technique"": ""T1567 - Exfiltration Over Web Service"", ""reason"": ""By exporting data to an S3 bucket, adversaries can use cloud services as a method to exfiltrate data without direct interaction with the database.""}, {""technique"": ""T1530 - Data from Cloud Storage Object"", ""reason"": ""After exporting snapshot data to S3, an adversary can retrieve and analyze the data from the S3 bucket, provided they maintain access to the cloud storage.""}, {""technique"": ""T1213 - Data from Information Repositories"", ""reason"": ""By exporting the RDS snapshot, an adversary gains access to a repository of information stored within the database, which they can then access through the S3 bucket.""}, {""technique"": ""T1078 - Cloud Accounts"", ""reason"": ""Adversaries may leverage compromised cloud accounts to persist within the environment, using cloud-native functionality like the StartExportTask to maintain access to sensitive data over time.""}]"
DescribeDBProxies,rds.amazonaws.com,RDS,Returns information about DB proxies.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Proxy configuration may expose auth mechanisms or targets for credential harvesting.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-db-proxies""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeDBProxies,[]
CreateDBSnapshot,rds.amazonaws.com,RDS,Creates a snapshot of a DB instance.,TA0010 - Exfiltration,T1537 - Transfer Data to Cloud Account,,True,"[{""description"": ""When a Zero Day and Access Keys Collide in the Cloud: Responding to the SugarCRM Zero-Day Vulnerability"", ""link"": ""https://unit42.paloaltonetworks.com/sugarcrm-cloud-incident-black-hat/""}, {""description"": ""New tactics and techniques for proactive threat detection"", ""link"": ""https://reinforce.awsevents.com/content/dam/reinforce/2024/slides/TDR432_New-tactics-and-techniques-for-proactive-threat-detection.pdf""}, {""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]","[{""description"": ""Stealing an RDS database by creating a snapshot and sharing it"", ""link"": ""https://securitylabs.datadoghq.com/cloud-security-atlas/attacks/sharing-rds-snapshot/""}]",Attackers might use CreateDBSnapshot to create unauthorized backups of sensitive databases for data theft.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds create-db-snapshot --db-instance-identifier TrailDiscoverDBInstance --db-snapshot-identifier TrailDiscoverDBSnapshot""}]",https://aws.permissions.cloud/iam/rds#rds-CreateDBSnapshot,"[{""technique"": ""T1003 - OS Credential Dumping"", ""reason"": ""Snapshots could contain credentials or other sensitive information that can be extracted and exploited by an attacker.""}, {""technique"": ""T1078 - Valid Accounts"", ""reason"": ""Snapshots containing authentication data or API keys can be used by attackers to maintain unauthorized access to cloud environments.""}, {""technique"": ""T1530 - Data from Cloud Storage Object"", ""reason"": ""Snapshots stored in cloud storage can be accessed by attackers to extract sensitive information.""}, {""technique"": ""T1005 - Data from Local System"", ""reason"": ""The snapshot may contain data from the local system of the database instance that attackers could extract.""}, {""technique"": ""T1020 - Automated Exfiltration"", ""reason"": ""The snapshot could be automatically transferred out of the environment to an external location, facilitating data exfiltration without manual intervention.""}]"
DescribeBlueGreenDeployments,rds.amazonaws.com,RDS,Describes one or more blue/green deployments.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Allows attackers discovery of deployment configurations and potential weaknesses.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-blue-green-deployments""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeBlueGreenDeployments,[]
ModifyActivityStream,rds.amazonaws.com,RDS,Changes the audit policy state of a database activity stream to either locked (default) or unlocked.,TA0005 - Defense Evasion,T1578 - Modify Cloud Compute Infrastructure,,True,"[{""description"": ""Uncovering Hybrid Cloud Attacks Through Intelligence-Driven Incident Response: Part 3 \u2013 The Response"", ""link"": ""https://www.gem.security/post/uncovering-hybrid-cloud-attacks-through-intelligence-driven-incident-response-part-3-the-response""}]",[],"Attackers might use ModifyActivityStream to alter the configuration of the activity stream, potentially hiding malicious activities or causing disruptions in the database operations.",[],"[{""type"": ""commandLine"", ""value"": ""aws rds modify-activity-stream""}]",https://aws.permissions.cloud/iam/rds#rds-ModifyActivityStream,"[{""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Modifying the database activity stream to an unlocked state could impair logging and monitoring, effectively evading defenses.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""Attackers might reconfigure the audit policy state to the original state to avoid an investigation.""}]"
DescribeGlobalClusters,rds.amazonaws.com,RDS,Returns information about Aurora global database clusters.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Global cluster topology may expose cross-region replication targets for disruption or exfiltration.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-global-clusters""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeGlobalClusters,[]
DescribeValidDBInstanceModifications,rds.amazonaws.com,RDS,You can call DescribeValidDBInstanceModifications to learn what modifications you can make to your DB instance.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],May inform attackers on upgrade/downgrade or performance-impacting changes for disruptive actions.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-valid-db-instance-modifications --db-instance-identifier example""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeValidDBInstanceModifications,[]
DescribeDBInstances,rds.amazonaws.com,RDS,Describes provisioned RDS instances.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],DB endpoint details aid targeting for data exfiltration or privilege escalation within databases.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-db-instances""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeDBInstances,[]
DescribeDBSubnetGroups,rds.amazonaws.com,RDS,Returns a list of DBSubnetGroup descriptions.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Subnet group details reveal network placement of databases supporting lateral movement planning.,[],"[{""type"": ""commandLine"", ""value"": ""aws rds describe-db-subnet-groups""}]",https://aws.permissions.cloud/iam/rds#rds-DescribeDBSubnetGroups,[]
CreateSession,cloudshell.amazonaws.com,CloudShell,Occurs when a CloudShell environment is connected from the AWS Management Console.,TA0002 - Execution,T1059 - Command and Scripting Interpreter,T1059.009 - Command and Scripting Interpreter: Cloud API,True,"[{""description"": ""LUCR-3: SCATTERED SPIDER GETTING SAAS-Y IN THE CLOUD"", ""link"": ""https://permiso.io/blog/lucr-3-scattered-spider-getting-saas-y-in-the-cloud""}]","[{""description"": ""Logging and monitoring in AWS CloudShell"", ""link"": ""https://docs.aws.amazon.com/cloudshell/latest/userguide/logging-and-monitoring.html""}]",Attackers could misuse valid credentials to call CreateSession and open an interactive shell to access cloud resources.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/cloudshell#cloudshell-CreateSession,"[{""technique"": ""T1021.007 - Remote Services: Cloud Services"", ""reason"": ""The CreateSession API is used to start an interactive AWS CloudShell session and requires authenticating into AWS Management cloud service.""}, {""technique"": ""T1078.004 - Valid Accounts: Cloud Accounts"", ""reason"": ""The CreateSession API requires valid AWS credentials. Adversary with compromised credentials can then use CreateSession to spawn a shell environment to interact with AWS resources.""}]"
CreateRoute,apigateway.amazonaws.com,APIGateway,Creates a Route for an API. A Route is a configuration that specifies how API requests are routed to backend integrations.,TA0003 - Persistence,T1136 - Create Account,T1136.003 - Create Account: Cloud Account,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],Attackers might use CreateRoute to create malicious routes that can be used to establish persistence in the environment.,[],"[{""type"": ""commandLine"", ""value"": ""aws apigatewayv2 create-route --api-id $API_ID --route-key 'GET /buckets555' --target 'integrations/$INTEGRATION_ID'""}]",https://aws.permissions.cloud/iam/apigateway#apigateway-POST,[]
CreateApi,apigateway.amazonaws.com,APIGateway,Creates an Api resource.,TA0003 - Persistence,T1136 - Create Account,T1136.003 - Create Account: Cloud Account,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],Attackers might use CreateApi to create malicious APIs that can be used to establish persistence in the environment.,[],"[{""type"": ""commandLine"", ""value"": ""aws apigatewayv2 create-api --name TrailDiscoverApi --protocol-type HTTP --query 'ApiId'""}]",https://aws.permissions.cloud/iam/apigateway#apigateway-POST,[]
CreateStage,apigateway.amazonaws.com,APIGateway,Creates a Stage for an API. A Stage is a named reference to a deployment of an API.,TA0003 - Persistence,T1136 - Create Account,T1136.003 - Create Account: Cloud Account,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],Attackers might use CreateStage to create malicious stages that can be used to establish persistence in the environment.,[],"[{""type"": ""commandLine"", ""value"": ""aws apigatewayv2 create-stage  --api-id $API_ID --stage-name '$default' --auto-deploy""}]",https://aws.permissions.cloud/iam/apigateway#apigateway-POST,[]
CreateIntegration,apigateway.amazonaws.com,APIGateway,Creates an Integration. An Integration is a configuration that specifies the backend endpoint for an API route.,TA0003 - Persistence,T1136 - Create Account,T1136.003 - Create Account: Cloud Account,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]",[],Attackers might use CreateIntegration to create malicious integrations that can be used to establish persistence in the environment.,[],"[{""type"": ""commandLine"", ""value"": ""aws apigatewayv2 create-integration --api-id $API_ID --integration-type AWS_PROXY --integration-uri arn:aws:lambda:us-east-1:<your-account-id>:function:buckets555 --integration-method POST --payload-format-version 2.0 --query 'IntegrationId'""}]",https://aws.permissions.cloud/iam/apigateway#apigateway-POST,[]
DeleteMountTarget,elasticfilesystem.amazonaws.com,elasticfilesystem,Deletes the specified mount target.,TA0040 - Impact,T1485 - Data Destruction,,False,[],"[{""description"": ""AWS EFS File System or Mount Deleted"", ""link"": ""https://www.elastic.co/guide/en/security/7.17/aws-efs-file-system-or-mount-deleted.html""}]","Attackers might use DeleteMountTarget in AWS EFS to remove mount targets, disrupting access to file system and as a preliminary phase before data deletion.","[{""type"": ""sigma"", ""value"": ""https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/aws/cloudtrail/aws_efs_fileshare_mount_modified_or_deleted.yml""}]","[{""type"": ""commandLine"", ""value"": ""aws efs delete-mount-target --mount-target-id fsmt-f9a14450""}]",https://aws.permissions.cloud/iam/elasticfilesystem#elasticfilesystem-DeleteMountTarget,"[{""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Removing a mount target may disrupt monitoring or defense mechanisms that rely on the file system for logging or other security functions.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""By deleting the mount target and the associated network interface, traces and logs of malicious activity stored on the file system may be removed, aiding in defense evasion.""}]"
DeleteFileSystem,elasticfilesystem.amazonaws.com,elasticfilesystem,"Deletes a file system, permanently severing access to its contents.",TA0040 - Impact,T1485 - Data Destruction,,False,[],"[{""description"": ""AWS EFS File System or Mount Deleted"", ""link"": ""https://www.elastic.co/guide/en/security/7.17/aws-efs-file-system-or-mount-deleted.html""}]","Attackers might use DeleteFileSystem in AWS EFS to deliberately erase file systems, leading to data loss.","[{""type"": ""sigma"", ""value"": ""https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/aws/cloudtrail/aws_efs_fileshare_modified_or_deleted.yml""}]","[{""type"": ""commandLine"", ""value"": ""aws efs delete-file-system --file-system-id fs-c7a0456e""}]",https://aws.permissions.cloud/iam/elasticfilesystem#elasticfilesystem-DeleteFileSystem,"[{""technique"": ""T1070 - Indicator Removal"", ""reason"": ""Deleting an EFS file system removes all its contents, including logs and other forensic evidence, effectively erasing any indicators of malicious activity. This action helps attackers avoid detection by eliminating traces of their presence in the environment.""}, {""technique"": ""T1565 - Data Manipulation"", ""reason"": ""Deleting an EFS file system alters the state of stored data by permanently removing it. This can disrupt operations and affect data integrity, making it a significant form of data manipulation.""}, {""technique"": ""T1107 - File Deletion"", ""reason"": ""File deletion focuses on the removal of files to impact data availability or to hide malicious activity. Deleting a file system in AWS EFS results in the removal of all files and directories within that file system.""}]"
ListEndpoints,sagemaker.amazonaws.com,SageMaker,Lists endpoints.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""AI-assisted cloud intrusion achieves admin access in 8 minutes"", ""link"": ""https://www.sysdig.com/blog/ai-assisted-cloud-intrusion-achieves-admin-access-in-8-minutes""}]",[],"Attackers might use ListEndpoints to find live ML services that can be hijacked for inference abuse, data theft, or service disruption.",[],"[{""type"": ""commandLine"", ""value"": ""aws sagemaker list-endpoints""}]",https://aws.permissions.cloud/iam/sagemaker#sagemaker-ListEndpoints,"[{""technique"": ""T1499 - Endpoint Denial of Service"", ""reason"": ""Identifying endpoints allows attackers to target critical ML APIs with disruption or resource exhaustion attacks.""}, {""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Endpoint configuration details may highlight attached monitoring or logging integrations that adversaries later disable.""}]"
ListModels,sagemaker.amazonaws.com,SageMaker,Lists models created with the CreateModel API.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""AI-assisted cloud intrusion achieves admin access in 8 minutes"", ""link"": ""https://www.sysdig.com/blog/ai-assisted-cloud-intrusion-achieves-admin-access-in-8-minutes""}]",[],"Attackers might use ListModels to inventory proprietary ML assets, determine which ones are most valuable, and plan exfiltration or sabotage.",[],"[{""type"": ""commandLine"", ""value"": ""aws sagemaker list-models""}]",https://aws.permissions.cloud/iam/sagemaker#sagemaker-ListModels,"[{""technique"": ""T1087.004 - Cloud Account"", ""reason"": ""Enumerating SageMaker models reveals which environments and accounts run sensitive ML workloads.""}, {""technique"": ""T1530 - Data from Cloud Storage Object"", ""reason"": ""Model metadata often references model artifacts in S3, providing a map to potential data-theft targets.""}]"
ListTrainingJobs,sagemaker.amazonaws.com,SageMaker,Lists training jobs.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""AI-assisted cloud intrusion achieves admin access in 8 minutes"", ""link"": ""https://www.sysdig.com/blog/ai-assisted-cloud-intrusion-achieves-admin-access-in-8-minutes""}]",[],"Attackers might use ListTrainingJobs to discover datasets, container images, and execution roles involved in training so they can pivot to sensitive storage or tamper with future training runs.",[],"[{""type"": ""commandLine"", ""value"": ""aws sagemaker list-training-jobs""}]",https://aws.permissions.cloud/iam/sagemaker#sagemaker-ListTrainingJobs,"[{""technique"": ""T1496 - Resource Hijacking"", ""reason"": ""Knowing which training jobs run and when helps attackers schedule their own GPU-intensive operations to blend in or steal capacity.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""Awareness of job histories and logs enables adversaries to tamper with or delete evidence tied to compromised training workflows.""}]"
GetQueryResults,athena.amazonaws.com,Athena,Streams the results of a single query execution specified by QueryExecutionId from the Athena query results location in Amazon S3.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Compromised Cloud Compute Credentials: Case Studies From the Wild"", ""link"": ""https://unit42.paloaltonetworks.com/compromised-cloud-compute-credentials/#post-125981-_kdq0vw6banab""}]",[],Attackers might use GetQueryResults from Amazon Athena to illicitly access and read potential sensitive data.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/athena#athena-GetQueryResults,"[{""technique"": ""T1082 - System Information Discovery"", ""reason"": ""GetQueryResults can be used to gather information about the Athena environment, such as the metadata of the queries and databases. This can reveal insights about the system configuration and the types of data stored.""}, {""technique"": ""T1213 - Data from Information Repositories"", ""reason"": ""Athena queries can access and retrieve data from various repositories like S3. GetQueryResults is used to obtain this data, making it a critical step in extracting information from these repositories.""}, {""technique"": ""T1039 - Data from Network Shared Drive"", ""reason"": ""If Athena queries target data stored in network shared drives (like those mounted on EC2 instances and accessible via S3), the GetQueryResults API will be used to collect this data.""}, {""technique"": ""T1074 - Data Staged"", ""reason"": ""Attackers may stage data in a specific location after retrieving it with GetQueryResults before exfiltration. This staging is a preparatory step for further data handling or analysis.""}]"
GetHostedZoneCount,route53.amazonaws.com,Route53,Retrieves the number of hosted zones that are associated with the current AWS account.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,False,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]","[{""description"": ""Following attackers\u2019 (Cloud)trail in AWS: Methodology and findings in the wild"", ""link"": ""https://securitylabs.datadoghq.com/articles/following-attackers-trail-in-aws-methodology-findings-in-the-wild/""}]","Attackers might use GetHostedZoneCount to gather information about the number of hosted zones, potentially identifying targets for DNS attacks.",[],"[{""type"": ""commandLine"", ""value"": ""aws route53 get-hosted-zone-count""}]",https://aws.permissions.cloud/iam/route53#route53-GetHostedZoneCount,"[{""technique"": ""T1087 - Account Discovery"", ""reason"": ""The GetHostedZoneCount API call can be used to enumerate the number of DNS zones hosted in a cloud environment, which reveals information about the cloud account's resources.""}, {""technique"": ""T1526 - Cloud Service Discovery"", ""reason"": ""The GetHostedZoneCount API call reveals the presence and scale of Route 53 DNS services within the cloud environment. This information helps adversaries understand the cloud infrastructure and identify potential targets for further actions.""}]"
ChangeResourceRecordSets,route53.amazonaws.com,Route53,"Creates, changes, or deletes a resource record set, which contains authoritative DNS information for a specified domain name or subdomain name.",TA0040 - Impact,T1496 - Resource Hijacking,,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}]","[{""description"": ""AWS API Call Hijacking via ACM-PCA"", ""link"": ""https://hackingthe.cloud/aws/exploitation/route53_modification_privilege_escalation/""}]",Attackers might use ChangeResourceRecordSets to redirect traffic to malicious websites.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/route53#route53-ChangeResourceRecordSets,"[{""technique"": ""T1071 - Application Layer Protocol"", ""reason"": ""The ChangeResourceRecordSets API can be used to modify DNS records, allowing attackers to establish command and control channels using DNS or other application-layer protocols like HTTP/HTTPS.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""By altering DNS records, attackers can hide or modify evidence of their activities, such as tampering with or removing logs associated with DNS queries to avoid detection by security systems.""}, {""technique"": ""T1090 - Proxy"", ""reason"": ""Attackers may use this API to redirect network traffic through external or internal proxies by changing DNS records, which helps conceal the true destination of the traffic and evade monitoring tools.""}, {""technique"": ""T1565 - Data Manipulation"", ""reason"": ""Altering DNS records can mislead or redirect users and systems, potentially sending them to malicious IP addresses or disrupting the normal operation of services by providing false information.""}, {""technique"": ""T1568 - Dynamic Resolution"", ""reason"": ""Attackers can frequently update DNS entries using this API to maintain control over compromised systems or to evade detection by constantly altering the destination of command and control traffic.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""By modifying or deleting DNS records, attackers can effectively deny legitimate users access to services, redirecting traffic to incorrect or malicious servers, thereby locking out authorized access.""}, {""technique"": ""T1499 - Endpoint Denial of Service"", ""reason"": ""Changing or deleting essential DNS records can lead to a denial of service, where users are unable to access critical resources because DNS queries resolve to incorrect addresses.""}, {""technique"": ""T1027 - Obfuscated Files or Information"", ""reason"": ""Constant manipulation of DNS records may be used to obscure the attacker's activities, making it more challenging for defenders to trace or understand the methods used for command and control or data exfiltration.""}, {""technique"": ""T1213 - Data from Information Repositories"", ""reason"": ""By redirecting traffic from legitimate information repositories to a malicious destination through altered DNS records, attackers can collect sensitive data under the guise of normal operations""}, {""technique"": ""T1557 - Man-in-the-Middle"", ""reason"": ""Modifying DNS records to reroute traffic to malicious sites can facilitate man-in-the-middle attacks, allowing attackers to intercept or manipulate communications between users and services.""}]"
CreateHostedZone,route53.amazonaws.com,Route53,"Creates a new public or private hosted zone. You create records in a public hosted zone to define how you want to route traffic on the internet for a domain, such as example.com, and its subdomains.",TA0040 - Impact,T1496 - Resource Hijacking,,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}]","[{""description"": ""AWS API Call Hijacking via ACM-PCA"", ""link"": ""https://hackingthe.cloud/aws/exploitation/route53_modification_privilege_escalation/""}]",Attackers might use CreateHostedZone to create malicious DNS zones for phishing or redirecting traffic.,[],"[{""type"": ""commandLine"", ""value"": ""aws route53 create-hosted-zone --name traildiscover.cloud --caller-reference 2014-04-01-18:47 --hosted-zone-config Comment='traildiscover'""}]",https://aws.permissions.cloud/iam/route53#route53-CreateHostedZone,"[{""technique"": ""T1071 - Application Layer Protocol"", ""reason"": ""Creating a hosted zone allows attackers to use DNS or web protocols for communication between compromised systems and attacker-controlled infrastructure, facilitating covert command and control operations.""}, {""technique"": ""T1090 - Proxy"", ""reason"": ""The hosted zone can be configured to route traffic through multiple proxies, aiding in defense evasion by obscuring the true source or destination of the traffic.""}, {""technique"": ""T1568 - Dynamic Resolution"", ""reason"": ""Attackers may use dynamically generated domains within the hosted zone to maintain command and control, making it difficult for defenders to track or block these communications.""}, {""technique"": ""T1036 - Masquerading"", ""reason"": ""Attackers might create a hosted zone with a domain or subdomain that closely mimics a legitimate one, aiding in phishing or other forms of deception to mislead users or systems.""}]"
ListDomains,route53domains.amazonaws.com,route53domains,This operation returns all the domain names registered with Amazon Route 53 for the current AWS account if no filtering conditions are used.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,False,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]","[{""description"": ""Following attackers\u2019 (Cloud)trail in AWS: Methodology and findings in the wild"", ""link"": ""https://securitylabs.datadoghq.com/articles/following-attackers-trail-in-aws-methodology-findings-in-the-wild/""}]",Attackers might use ListDomains to identify potential targets for DNS hijacking or DDoS attacks.,[],"[{""type"": ""commandLine"", ""value"": ""aws route53domains list-domains --region us-east-1""}]",https://aws.permissions.cloud/iam/route53domains#route53domains-ListDomains,"[{""technique"": ""T1526 - Cloud Service Discovery"", ""reason"": ""The ListDomains API call allows an adversary to discover domain names associated with the AWS account, providing insights into the cloud infrastructure.""}, {""technique"": ""T1590 - Gather Victim Network Information"", ""reason"": ""The ListDomains API call can be used to gather DNS information, which may reveal the structure of the victim\u2019s network and other valuable network details.""}, {""technique"": ""T1087 - Account Discovery"", ""reason"": ""Knowing the domains registered within the AWS account can help identify associated cloud resources and potential attack vectors within the cloud environment.""}, {""technique"": ""T1046 - Network Service Scanning"", ""reason"": ""The ListDomains API call could assist an adversary in identifying network services associated with the domain names, contributing to their reconnaissance efforts.""}]"
RegisterDomain,route53domains.amazonaws.com,route53domains,"This operation registers a domain. For some top-level domains (TLDs), this operation requires extra parameters.",TA0040 - Impact,T1496 - Resource Hijacking,,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}]",[],Attackers might use RegisterDomain to register malicious domains for phishing or malware distribution.,[],"[{""type"": ""commandLine"", ""value"": ""aws route53domains register-domain --region us-east-1 --cli-input-json '{\""DomainName\"": \""\"", \""DurationInYears\"": 1, \""AdminContact\"": { \""FirstName\"": \""\"", \""LastName\"": \""\""}, \""RegistrantContact\"": {\""FirstName\"": \""\"", \""LastName\"": \""\"" }, \""TechContact\"": {\""FirstName\"": \""\"", \""LastName\"": \""\""}}'""}]",https://aws.permissions.cloud/iam/route53domains#route53domains-RegisterDomain,"[{""technique"": ""T1583 - Acquire Infrastructure"", ""reason"": ""The RegisterDomain API call is used to acquire a new domain, which can be leveraged to set up malicious infrastructure, such as phishing sites or command and control servers.""}, {""technique"": ""T1584 - Compromise Infrastructure"", ""reason"": ""Registering a domain and creating a corresponding hosted zone allows attackers to establish and control an infrastructure that supports malicious activities.""}, {""technique"": ""T1071 - Application Layer Protocol"", ""reason"": ""By creating a hosted zone and assigning name servers, the domain can be used to facilitate communication via DNS, a common method for establishing command and control channels.""}]"
DescribeTags,ec2.amazonaws.com,EC2,Describes the specified tags for your EC2 resources.,TA0007 - Discovery,T1580 - Cloud Infrastructure Discovery,,True,"[{""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],"Tags often encode environment, application names, and ownership enabling targeted attacks or cost-evasion tactics.",[],"[{""type"": ""commandLine"", ""value"": ""aws ec2 describe-tags""}]",https://aws.permissions.cloud/iam/ec2#ec2-DescribeTags,[]
